DIRN GRATING START_TIME STOP_TIME T_LONG N_SHORT
RETR LETG 2007073.22003230 2007073.22031330 153.237 4
INSR HETG 2007074.10055590 2007074.10083070 155.031 0
RETR HETG 2007075.11270310 2007075.11293780 154.775 0
INSR HETG 2007077.03194970 2007077.03222450 154.775 0
RETR HETG 2007078.10065270 2007078.10092750 154.775 0
INSR LETG 2007078.12054570 2007078.12083890 152.212 11
RETR LETG 2007078.12550380 2007078.12574270 153.237 3
INSR HETG 2007078.12583500 2007078.13010970 154.775 0
RETR HETG 2007079.03230510 2007079.03253990 154.775 0
INSR HETG 2007079.12142360 2007079.12165840 155.031 0
RETR HETG 2007079.20010970 2007079.20034450 154.775 0
INSR HETG 2007080.18283660 2007080.18311240 155.031 0
RETR HETG 2007081.00012250 2007081.00035730 154.775 0
INSR HETG 2007083.09430960 2007083.09454430 154.775 0
RETR HETG 2007083.19095910 2007083.19123380 154.775 0
INSR HETG 2007086.00314560 2007086.00342040 154.775 0
RETR HETG 2007086.09441000 2007086.09464480 154.775 0
INSR HETG 2007087.17382230 2007087.17405710 154.775 0
RETR HETG 2007089.02235270 2007089.02262740 154.775 0
INSR HETG 2007090.07342440 2007090.07365920 154.775 0
RETR HETG 2007091.17024850 2007091.17052330 154.775 0
INSR LETG 2007105.04123370 2007105.04153520 152.212 15
RETR LETG 2007105.21244530 2007105.21272720 153.237 5
INSR HETG 2007107.04190900 2007107.04214480 155.031 0
RETR HETG 2007107.14513760 2007107.14541240 154.775 0
INSR LETG 2007112.12101510 2007112.12131030 152.212 12
RETR LETG 2007112.21063190 2007112.21091180 153.237 4
INSR HETG 2007131.19334610 2007131.19362090 154.775 0
RETR HETG 2007132.09372370 2007132.09395850 154.775 0
INSR HETG 2007133.22043850 2007133.22071330 154.775 0
RETR HETG 2007135.10522440 2007135.10545920 154.775 0
INSR HETG 2007137.02553830 2007137.02581310 154.775 0
RETR HETG 2007137.17173470 2007137.17200950 154.775 0
INSR HETG 2007138.21424510 2007138.21451990 154.775 0
RETR HETG 2007143.09063200 2007143.09090680 154.775 0
INSR LETG 2007155.07032590 2007155.07062020 152.212 11
RETR LETG 2007157.10575780 2007157.11003870 153.237 4
INSR HETG 2007165.17462930 2007165.17490400 155.031 0
RETR HETG 2007165.21080530 2007165.21104010 154.775 0
INSR HETG 2007176.05161360 2007176.05184840 154.775 0
RETR HETG 2007176.14070860 2007176.14094340 154.775 0
INSR HETG 2007177.09121230 2007177.09144810 155.031 0
RETR HETG 2007178.14154480 2007178.14181960 154.775 0
INSR HETG 2007179.07434040 2007179.07461510 154.519 0
RETR HETG 2007180.10313130 2007180.10340610 154.775 0
INSR HETG 2007191.20533110 2007191.20560590 154.775 0
RETR HETG 2007191.22000140 2007191.22023620 154.775 0
INSR HETG 2007192.16542240 2007192.16565720 154.775 0
RETR HETG 2007192.18185210 2007192.18212690 154.775 0
INSR HETG 2007192.20113300 2007192.20140780 154.775 0
RETR HETG 2007192.21154900 2007192.21182380 154.775 0
INSR HETG 2007195.00251080 2007195.00274560 154.775 0
RETR HETG 2007195.05142300 2007195.05165780 154.775 0
INSR LETG 2007195.05175420 2007195.05204530 152.212 10
RETR LETG 2007195.14201180 2007195.14225270 153.237 4
INSR HETG 2007195.14234290 2007195.14261770 154.775 0
RETR HETG 2007195.19131260 2007195.19154730 154.775 0
INSR HETG 2007202.09434350 2007202.09461830 154.775 0
RETR HETG 2007203.00364020 2007203.00391500 154.775 0
INSR HETG 2007208.20313560 2007208.20341030 154.775 0
RETR HETG 2007210.08102860 2007210.08130340 154.775 0
INSR HETG 2007218.06371900 2007218.06395370 154.775 0
RETR HETG 2007221.22434120 2007221.22461600 154.775 0
INSR HETG 2007226.04592430 2007226.05015910 154.775 0
RETR HETG 2007226.19505390 2007226.19532870 154.775 0
INSR LETG 2007226.20443140 2007226.20472770 152.212 12
RETR LETG 2007228.00531880 2007228.00555970 153.237 4
INSR LETG 2007229.03471970 2007229.03501300 152.212 11
RETR LETG 2007229.14590480 2007229.15014370 153.237 3
INSR HETG 2007235.04543810 2007235.04571390 155.031 0
RETR HETG 2007236.17432960 2007236.17460440 154.775 0
INSR LETG 2007236.19073470 2007236.19102790 152.212 11
RETR LETG 2007237.05162870 2007237.05190760 153.237 3
INSR HETG 2007237.17260750 2007237.17284230 154.775 0
RETR HETG 2007239.09542410 2007239.09565890 154.775 0
INSR HETG 2007242.01395950 2007242.01423430 154.775 0
RETR HETG 2007242.16225870 2007242.16253350 154.775 0
INSR HETG 2007243.10375300 2007243.10402780 155.031 0
RETR HETG 2007245.05425180 2007245.05452660 154.775 0
INSR LETG 2007247.08243920 2007247.08273450 152.212 12
RETR LETG 2007247.21372130 2007247.21395910 153.237 3
INSR LETG 2007248.16471300 2007248.16500720 152.212 11
RETR LETG 2007249.23565620 2007249.23593610 153.237 4
INSR LETG 2007250.06111080 2007250.06141530 152.212 16
RETR LETG 2007250.16531140 2007250.16555230 153.237 4
INSR LETG 2007252.14304980 2007252.14334510 152.212 12
RETR LETG 2007253.00490250 2007253.00514140 153.237 3
INSR LETG 2007254.01452840 2007254.01483080 152.212 15
RETR LETG 2007255.10570190 2007255.10594380 153.237 5
INSR HETG 2007255.11003200 2007255.11030780 155.031 0
RETR HETG 2007255.22401700 2007255.22425180 154.775 0
INSR LETG 2007255.22434820 2007255.22464340 152.212 12
RETR LETG 2007256.02550390 2007256.02574380 153.237 4
INSR LETG 2007257.22094090 2007257.22123410 152.212 11
RETR LETG 2007258.09504170 2007258.09532060 153.237 3
INSR LETG 2007259.06493510 2007259.06523040 152.212 12
RETR LETG 2007259.14203610 2007259.14231500 153.237 3
INSR LETG 2007266.11530660 2007266.11555780 152.212 10
RETR LETG 2007267.16485680 2007267.16513470 153.237 3
INSR LETG 2007269.11251990 2007269.11281620 152.212 12
RETR LETG 2007269.14512340 2007269.14540330 153.237 4
INSR HETG 2007281.20254850 2007281.20282320 154.775 0
RETR HETG 2007284.08304620 2007284.08332100 154.775 0
INSR LETG 2007284.08341640 2007284.08371060 152.212 11
RETR LETG 2007285.13012050 2007285.13040040 153.237 4
INSR HETG 2007285.13045060 2007285.13072540 154.775 0
RETR HETG 2007288.06595250 2007288.07022730 154.775 0
INSR LETG 2007313.10092900 2007313.10122530 152.212 12
RETR LETG 2007314.13204530 2007314.13232410 153.237 3
INSR HETG 2007319.09581450 2007319.10004930 154.775 0
RETR HETG 2007319.17110490 2007319.17133970 154.775 0
INSR HETG 2007334.21474650 2007334.21502120 154.775 0
RETR HETG 2007335.05230480 2007335.05253950 154.775 0
INSR HETG 2007341.02592650 2007341.03020130 154.775 0
RETR HETG 2007341.10343460 2007341.10370940 154.775 0
INSR LETG 2007361.11181280 2007361.11210700 152.212 11
RETR LETG 2007361.12501450 2007361.12525440 153.237 4
INSR LETG 2008017.08565500 2008017.08594820 152.212 11
RETR LETG 2008017.22213760 2008017.22241550 153.237 3
INSR LETG 2008022.15421880 2008022.15451510 152.212 12
RETR LETG 2008023.19332840 2008023.19360930 153.237 4
INSR HETG 2008049.02592400 2008049.03015880 154.775 0
RETR HETG 2008050.06040360 2008050.06063840 154.775 0
INSR HETG 2008056.00453950 2008056.00481420 154.775 0
RETR HETG 2008056.20191490 2008056.20214970 154.775 0
INSR LETG 2008074.05434970 2008074.05464300 152.212 11
RETR LETG 2008074.06540250 2008074.06564140 153.237 3
INSR HETG 2008095.01310130 2008095.01333610 154.775 0
RETR HETG 2008095.12535260 2008095.12562740 154.775 0
INSR HETG 2008097.02361230 2008097.02384710 154.775 0
RETR HETG 2008097.14172550 2008097.14200030 154.775 0
INSR HETG 2008107.01431800 2008107.01455280 155.031 0
RETR HETG 2008110.02515540 2008110.02543020 154.775 0
INSR HETG 2008110.14365510 2008110.14392990 154.775 0
RETR HETG 2008110.20205450 2008110.20232930 154.775 0
INSR HETG 2008110.21434470 2008110.21461950 154.775 0
RETR HETG 2008111.06594030 2008111.07021510 154.775 0
INSR LETG 2008112.19352390 2008112.19381610 152.212 10
RETR LETG 2008114.00000960 2008114.00024950 153.237 4
INSR HETG 2008115.14005120 2008115.14032600 154.775 0
RETR HETG 2008116.18140310 2008116.18163790 154.775 0
INSR LETG 2008123.10584290 2008123.11013410 152.212 10
RETR LETG 2008124.13554020 2008124.13581810 153.237 3
INSR HETG 2008129.20462220 2008129.20485690 154.775 0
RETR HETG 2008130.20583330 2008130.21010810 154.775 0
INSR LETG 2008133.13190280 2008133.13220420 152.212 15
RETR LETG 2008133.21582790 2008133.22010580 153.237 3
INSR LETG 2008137.01105140 2008137.01135390 152.212 15
RETR LETG 2008137.09344890 2008137.09372980 153.237 4
INSR HETG 2008141.22331020 2008141.22354490 154.775 0
RETR HETG 2008142.16465890 2008142.16493360 154.775 0
INSR HETG 2008144.13004850 2008144.13032330 154.775 0
RETR HETG 2008145.12230870 2008145.12254350 154.775 0
INSR LETG 2008147.07474230 2008147.07503550 152.212 11
RETR LETG 2008147.23074980 2008147.23102760 153.237 3
INSR LETG 2008178.12000160 2008178.12025590 152.212 11
RETR LETG 2008179.02132860 2008179.02160850 153.237 4
INSR LETG 2008181.18414030 2008181.18443150 152.212 10
RETR LETG 2008182.03572050 2008182.03595630 153.237 2
INSR HETG 2008183.17473570 2008183.17501050 154.775 0
RETR HETG 2008184.11125440 2008184.11152920 154.775 0
INSR LETG 2008184.11162560 2008184.11191570 152.212 9
RETR LETG 2008185.05190500 2008185.05214080 153.237 2
INSR HETG 2008185.05223610 2008185.05251090 154.775 0
RETR HETG 2008185.10465470 2008185.10492950 154.775 0
INSR HETG 2008187.07263520 2008187.07291100 155.031 0
RETR HETG 2008187.14511590 2008187.14535070 154.775 0
INSR HETG 2008188.02101660 2008188.02125140 154.775 0
RETR HETG 2008189.01345110 2008189.01372590 154.775 0
INSR HETG 2008189.16000940 2008189.16024420 154.775 0
RETR HETG 2008190.01241590 2008190.01265070 154.775 0
INSR HETG 2008198.07475180 2008198.07502660 155.031 0
RETR HETG 2008198.17351030 2008198.17374510 154.775 0
INSR LETG 2008215.12040820 2008215.12070250 152.212 11
RETR LETG 2008215.20545810 2008215.20573490 153.237 2
INSR HETG 2008234.00414920 2008234.00442400 154.775 0
RETR HETG 2008234.11225950 2008234.11253430 154.775 0
INSR HETG 2008236.15163910 2008236.15191390 155.031 0
RETR HETG 2008237.01574940 2008237.02002420 154.775 0
INSR HETG 2008239.21481720 2008239.21505190 154.775 0
RETR HETG 2008240.23072540 2008240.23100020 154.775 0
INSR HETG 2008247.23530860 2008247.23554330 154.775 0
RETR HETG 2008249.21075350 2008249.21102820 154.775 0
INSR HETG 2008250.15152090 2008250.15175560 154.775 0
RETR HETG 2008251.09282040 2008251.09305510 154.775 0
INSR LETG 2008261.01511670 2008261.01540790 152.212 10
RETR LETG 2008262.01194180 2008262.01221970 153.237 3
INSR LETG 2008263.18235690 2008263.18265020 152.212 11
RETR LETG 2008264.09541640 2008264.09565530 153.237 3
INSR LETG 2008266.12374730 2008266.12404050 152.212 11
RETR LETG 2008267.10445140 2008267.10473020 153.237 3
INSR LETG 2008269.01501870 2008269.01531910 152.212 14
RETR LETG 2008269.12090120 2008269.12113900 153.237 3
INSR LETG 2008271.18523960 2008271.18553080 152.212 10
RETR LETG 2008272.07065410 2008272.07092780 153.237 1
INSR LETG 2008273.15293400 2008273.15322310 152.212 9
RETR LETG 2008274.08274810 2008274.08302600 153.237 3
INSR LETG 2008281.18500200 2008281.18525320 152.212 10
RETR LETG 2008282.22515840 2008282.22543730 153.237 3
INSR LETG 2008284.17351660 2008284.17380880 152.212 10
RETR LETG 2008285.22023410 2008285.22050990 153.237 2
INSR HETG 2008289.20165480 2008289.20192950 154.775 0
RETR HETG 2008290.04300240 2008290.04323720 154.775 0
INSR HETG 2008295.23024840 2008295.23052320 154.519 0
RETR HETG 2008297.21160480 2008297.21183960 154.775 0
INSR HETG 2008310.16420080 2008310.16443660 155.031 0
RETR HETG 2008310.22454000 2008310.22481480 154.775 0
INSR HETG 2008311.14503610 2008311.14531090 154.519 0
RETR HETG 2008311.23403670 2008311.23431150 154.775 0
INSR HETG 2008313.13582020 2008313.14005600 155.031 0
RETR HETG 2008313.23412760 2008313.23440240 154.775 0
INSR HETG 2008314.20021610 2008314.20045190 155.031 0
RETR HETG 2008316.10080220 2008316.10103690 154.775 0
INSR HETG 2008316.22352080 2008316.22375560 154.775 0
RETR HETG 2008317.06391800 2008317.06415280 154.775 0
INSR HETG 2008317.16303330 2008317.16330800 154.775 0
RETR HETG 2008318.22291550 2008318.22315030 154.775 0
INSR HETG 2008323.01022500 2008323.01045980 154.775 0
RETR HETG 2008323.22311610 2008323.22335090 154.775 0
INSR HETG 2008324.04315590 2008324.04343070 154.775 0
RETR HETG 2008326.12490510 2008326.12513990 154.775 0
INSR HETG 2008327.17193020 2008327.17220490 154.775 0
RETR HETG 2008328.03483170 2008328.03510650 154.775 0
INSR HETG 2008330.09374850 2008330.09402320 155.031 0
RETR HETG 2008332.17070370 2008332.17093840 154.775 0
INSR HETG 2008334.11185690 2008334.11213270 155.031 0
RETR HETG 2008334.18240710 2008334.18264180 154.775 0
INSR HETG 2008335.04075130 2008335.04102610 154.775 0
RETR HETG 2008335.07131360 2008335.07154840 154.775 0
INSR HETG 2008335.19562850 2008335.19590330 154.775 0
RETR HETG 2008336.08112810 2008336.08140290 154.775 0
INSR HETG 2008338.14471410 2008338.14494990 155.031 0
RETR HETG 2008339.18445830 2008339.18473310 154.775 0
INSR HETG 2008340.08053180 2008340.08080660 155.031 0
RETR HETG 2008341.07150640 2008341.07174110 154.775 0
INSR HETG 2008342.17475470 2008342.17502950 154.775 0
RETR HETG 2008343.05495840 2008343.05523320 154.775 0
INSR HETG 2008343.12180740 2008343.12204220 154.775 0
RETR HETG 2008343.23494050 2008343.23521520 154.775 0
INSR HETG 2008345.01335330 2008345.01362810 154.775 0
RETR HETG 2008345.10352270 2008345.10375750 154.775 0
INSR HETG 2008347.17185790 2008347.17213270 155.031 0
RETR HETG 2008348.01412110 2008348.01435590 154.775 0
INSR HETG 2008350.15351000 2008350.15374480 154.775 0
RETR HETG 2008353.00143060 2008353.00170540 154.775 0
INSR LETG 2008353.14460510 2008353.14485730 152.212 10
RETR LETG 2008354.00575340 2008354.01003020 153.237 2
INSR HETG 2008354.09200120 2008354.09223600 154.775 0
RETR HETG 2008356.09265900 2008356.09293380 154.775 0
INSR HETG 2008356.15320640 2008356.15344110 154.775 0
RETR HETG 2008357.00310820 2008357.00334300 154.775 0
INSR HETG 2008357.07133310 2008357.07160790 154.775 0
RETR HETG 2008358.06244810 2008358.06272280 154.775 0
INSR LETG 2008358.06281920 2008358.06311240 152.212 11
RETR LETG 2008358.11095940 2008358.11123930 153.237 4
INSR HETG 2008358.11133060 2008358.11160530 154.775 0
RETR HETG 2008359.09370170 2008359.09393650 154.775 0
INSR HETG 2008359.23012180 2008359.23035660 154.775 0
RETR HETG 2008360.22451040 2008360.22474520 154.775 0
INSR LETG 2008360.22484050 2008360.22513270 152.212 10
RETR LETG 2008361.03465400 2008361.03493180 153.237 3
INSR HETG 2008361.03502410 2008361.03525890 154.775 0
RETR HETG 2008363.13550260 2008363.13573730 154.775 0
INSR LETG 2008363.16453210 2008363.16482630 152.212 11
RETR LETG 2008363.22125000 2008363.22152580 153.237 2
INSR HETG 2008364.09590460 2008364.10013930 154.775 0
RETR HETG 2008366.04532690 2008366.04560170 154.775 0
INSR HETG 2009003.02370040 2009003.02393520 154.775 0
RETR HETG 2009004.12175480 2009004.12202960 154.775 0
INSR HETG 2009005.18165960 2009005.18193440 154.775 0
RETR HETG 2009006.05403600 2009006.05431080 154.775 0
INSR HETG 2009009.05194750 2009009.05222330 155.031 0
RETR HETG 2009009.16313460 2009009.16340930 154.775 0
INSR LETG 2009010.23385940 2009010.23415050 152.212 10
RETR LETG 2009012.01104290 2009012.01132180 153.237 3
INSR HETG 2009012.12123240 2009012.12150720 154.775 0
RETR HETG 2009012.15491250 2009012.15514730 154.775 0
INSR HETG 2009013.10191090 2009013.10214560 155.031 0
RETR HETG 2009013.16135810 2009013.16163280 154.775 0
INSR HETG 2009015.07201050 2009015.07224520 154.775 0
RETR HETG 2009016.01133740 2009016.01161210 154.775 0
INSR LETG 2009016.06050080 2009016.06075200 152.212 10
RETR LETG 2009017.03060320 2009017.03084000 153.237 2
INSR HETG 2009017.03093440 2009017.03120910 154.775 0
RETR HETG 2009017.07311530 2009017.07335010 154.775 0
INSR LETG 2009017.07344540 2009017.07373560 152.212 9
RETR LETG 2009017.20283490 2009017.20310860 153.237 1
INSR HETG 2009018.16592300 2009018.17015880 155.031 0
RETR HETG 2009019.12234500 2009019.12261980 154.775 0
INSR HETG 2009019.17324720 2009019.17352200 154.775 0
RETR HETG 2009020.03463960 2009020.03491440 154.775 0
INSR LETG 2009020.03501070 2009020.03525990 152.212 9
RETR LETG 2009020.07153840 2009020.07181730 153.237 3
INSR HETG 2009020.14160160 2009020.14183640 154.775 0
RETR HETG 2009022.06272750 2009022.06300230 154.775 0
INSR HETG 2009023.23004560 2009023.23032040 154.775 0
RETR HETG 2009024.02264500 2009024.02291980 154.775 0
INSR HETG 2009024.04491870 2009024.04515340 154.775 0
RETR HETG 2009024.22140360 2009024.22163830 154.775 0
INSR HETG 2009041.05282650 2009041.05310120 154.775 0
RETR HETG 2009041.07583310 2009041.08010790 154.775 0
INSR LETG 2009045.03082270 2009045.03111490 152.212 10
RETR LETG 2009045.09401930 2009045.09425610 153.237 2
INSR HETG 2009055.16405100 2009055.16432580 155.031 0
RETR HETG 2009055.21095680 2009055.21123160 154.775 0
INSR HETG 2009059.07505380 2009059.07532850 154.775 0
RETR HETG 2009059.10333790 2009059.10361270 154.775 0
INSR HETG 2009060.23153410 2009060.23180890 155.031 0
RETR HETG 2009061.05090030 2009061.05113510 154.775 0
INSR HETG 2009062.00340740 2009062.00364220 154.775 0
RETR HETG 2009062.04570620 2009062.04594100 154.775 0
INSR HETG 2009063.15171410 2009063.15194880 155.031 0
RETR HETG 2009063.20415320 2009063.20442790 154.775 0
INSR LETG 2009070.12523760 2009070.12552770 152.212 9
RETR LETG 2009070.13504050 2009070.13531530 153.237 1
INSR HETG 2009072.06251740 2009072.06275220 154.775 0
RETR HETG 2009073.10125990 2009073.10153470 154.775 0
INSR HETG 2009075.17085010 2009075.17112490 154.775 0
RETR HETG 2009075.21550000 2009075.21573480 154.775 0
INSR HETG 2009076.21161560 2009076.21185040 155.031 0
RETR HETG 2009077.04070280 2009077.04093760 154.775 0
INSR LETG 2009077.06020920 2009077.06045730 152.212 8
RETR LETG 2009077.12111850 2009077.12135530 153.237 2
INSR HETG 2009087.11311000 2009087.11334580 155.031 0
RETR HETG 2009087.20281810 2009087.20305280 154.775 0
INSR HETG 2009090.02004930 2009090.02032410 154.775 0
RETR HETG 2009090.11171150 2009090.11194630 154.775 0
INSR HETG 2009092.18052160 2009092.18075740 155.031 0
RETR HETG 2009093.07150220 2009093.07173700 154.775 0
INSR HETG 2009095.09523330 2009095.09550810 154.775 0
RETR HETG 2009095.22225750 2009095.22253230 154.775 0
INSR HETG 2009096.21442440 2009096.21465920 154.775 0
RETR HETG 2009098.17334100 2009098.17361580 154.775 0
INSR HETG 2009100.16343100 2009100.16370680 155.031 0
RETR HETG 2009101.05350020 2009101.05373500 154.775 0
INSR HETG 2009111.06362340 2009111.06385920 155.031 0
RETR HETG 2009111.16054970 2009111.16082450 154.775 0
INSR LETG 2009112.04222980 2009112.04252090 152.212 10
RETR LETG 2009112.13054860 2009112.13082230 153.237 1
INSR HETG 2009112.13091970 2009112.13115450 154.775 0
RETR HETG 2009112.21563640 2009112.21591110 154.775 0
INSR HETG 2009116.13464170 2009116.13491750 155.031 0
RETR HETG 2009116.21504410 2009116.21531890 154.775 0
INSR HETG 2009124.20455880 2009124.20483360 154.775 0
RETR HETG 2009127.02310350 2009127.02333820 154.775 0
INSR HETG 2009132.10183510 2009132.10210990 154.775 0
RETR HETG 2009133.05274380 2009133.05301860 154.775 0
INSR HETG 2009134.08575370 2009134.09002850 154.775 0
RETR HETG 2009135.00555470 2009135.00582940 154.775 0
INSR HETG 2009144.21204600 2009144.21232080 154.775 0
RETR HETG 2009145.00024200 2009145.00051670 154.775 0
INSR LETG 2009148.07101970 2009148.07130990 152.212 9
RETR LETG 2009148.16105790 2009148.16133470 153.237 2
INSR HETG 2009151.05482580 2009151.05510060 154.775 0
RETR HETG 2009153.21081860 2009153.21105340 154.775 0
INSR HETG 2009178.04552700 2009178.04580180 154.775 0
RETR HETG 2009180.00223550 2009180.00251020 154.775 0
INSR HETG 2009180.09424210 2009180.09451690 154.775 0
RETR HETG 2009181.14534460 2009181.14561940 154.775 0
INSR HETG 2009187.22155150 2009187.22182620 154.775 0
RETR HETG 2009188.05543070 2009188.05570540 154.775 0
INSR LETG 2009238.15133200 2009238.15162630 152.212 11
RETR LETG 2009239.18470890 2009239.18494470 153.237 2
INSR HETG 2009249.20343110 2009249.20370690 155.031 0
RETR HETG 2009250.13115470 2009250.13142950 154.775 0
INSR HETG 2009251.09323720 2009251.09351190 154.775 0
RETR HETG 2009251.19562300 2009251.19585780 154.775 0
INSR LETG 2009254.10583180 2009254.11012300 152.212 10
RETR LETG 2009254.20414530 2009254.20441910 153.237 1
INSR HETG 2009265.07275720 2009265.07303300 155.031 0
RETR HETG 2009265.13190610 2009265.13214090 154.775 0
INSR LETG 2009268.08533860 2009268.08562670 152.212 8
RETR LETG 2009268.21394990 2009268.21422570 153.237 2
INSR LETG 2009272.12123090 2009272.12152110 152.212 9
RETR LETG 2009273.10350980 2009273.10374350 153.237 1
INSR HETG 2009273.15132800 2009273.15160280 154.775 0
RETR HETG 2009275.19080190 2009275.19103670 154.775 0
INSR LETG 2009275.22263240 2009275.22291950 152.212 8
RETR LETG 2009276.22164560 2009276.22192030 153.237 1
INSR LETG 2009283.23424160 2009283.23453590 152.212 11
RETR LETG 2009284.08162640 2009284.08190120 153.237 1
INSR HETG 2009284.08195760 2009284.08223240 154.775 0
RETR HETG 2009284.15495510 2009284.15522980 154.775 0
INSR HETG 2009288.09263230 2009288.09290810 155.031 0
RETR HETG 2009288.19283940 2009288.19311420 154.775 0
INSR LETG 2009294.04522400 2009294.04551210 152.212 8
RETR LETG 2009294.21461570 2009294.21485150 153.237 2
INSR LETG 2009297.04530390 2009297.04555300 152.212 9
RETR LETG 2009297.21163010 2009297.21190480 153.237 1
INSR HETG 2009299.00390070 2009299.00413550 155.031 0
RETR HETG 2009299.06431570 2009299.06455050 154.775 0
INSR HETG 2009300.22144620 2009300.22172100 155.031 0
RETR HETG 2009301.20415570 2009301.20443050 154.775 0
INSR HETG 2009304.06142610 2009304.06170190 155.031 0
RETR HETG 2009304.09234210 2009304.09261690 154.775 0
INSR HETG 2009305.23113300 2009305.23140780 154.775 0
RETR HETG 2009306.22061980 2009306.22085460 154.775 0
INSR LETG 2009312.04462590 2009312.04492330 152.212 13
RETR LETG 2009312.11062400 2009312.11085980 153.237 2
INSR HETG 2009317.20002610 2009317.20030090 154.775 0
RETR HETG 2009319.11495600 2009319.11523070 154.775 0
INSR LETG 2009320.03295760 2009320.03324670 152.212 9
RETR LETG 2009320.05371280 2009320.05394760 153.237 1
INSR LETG 2009322.19031600 2009322.19060620 152.212 9
RETR LETG 2009322.21112760 2009322.21140450 153.237 2
INSR HETG 2009322.21145880 2009322.21173360 154.775 0
RETR HETG 2009323.06060810 2009323.06084290 154.775 0
INSR LETG 2009323.20033870 2009323.20062780 152.212 9
RETR LETG 2009324.05015850 2009324.05043230 153.237 1
INSR LETG 2009326.09081260 2009326.09110270 152.212 9
RETR LETG 2009326.10581050 2009326.11004420 153.237 1
INSR HETG 2009329.22251700 2009329.22275170 154.775 0
RETR HETG 2009330.17364610 2009330.17392080 154.775 0
INSR HETG 2009335.03214350 2009335.03241820 155.031 0
RETR HETG 2009336.07332610 2009336.07360090 154.775 0
INSR HETG 2009337.18412400 2009337.18435980 155.031 0
RETR HETG 2009338.15505480 2009338.15532960 154.775 0
INSR LETG 2009344.04394150 2009344.04422860 152.212 8
RETR LETG 2009345.18471210 2009345.18494580 153.237 1
INSR LETG 2009346.22135270 2009346.22164190 152.212 9
RETR LETG 2009347.12355940 2009347.12383720 153.237 3
INSR LETG 2009349.21541390 2009349.21570510 152.212 10
RETR LETG 2009350.19125210 2009350.19152890 153.237 2
INSR LETG 2009354.21144780 2009354.21173800 152.212 9
RETR LETG 2009355.12363170 2009355.12390550 153.237 1
INSR HETG 2009355.12400180 2009355.12423660 154.775 0
RETR HETG 2009355.18270980 2009355.18294460 154.775 0
INSR LETG 2009355.18304100 2009355.18332810 152.212 8
RETR LETG 2009356.09314870 2009356.09342350 153.237 1
INSR HETG 2009356.09351990 2009356.09375460 154.775 0
RETR HETG 2009357.09210740 2009357.09234220 154.775 0
INSR LETG 2009357.09243750 2009357.09272560 152.212 8
RETR LETG 2009357.23290530 2009357.23314010 153.237 1
INSR HETG 2009357.23323650 2009357.23351120 154.775 0
RETR HETG 2009358.05230430 2009358.05253910 154.775 0
INSR LETG 2009358.13253240 2009358.13282050 152.212 8
RETR LETG 2009359.01055120 2009359.01082600 153.237 1
INSR LETG 2009360.01112470 2009360.01141180 152.212 8
RETR LETG 2009360.19561990 2009360.19585880 153.237 3
INSR HETG 2009362.07413650 2009362.07441120 155.031 0
RETR HETG 2009362.13383280 2009362.13410760 154.775 0
INSR HETG 2009364.23055780 2009364.23083260 154.775 0
RETR HETG 2009365.05263380 2009365.05290860 154.775 0
INSR HETG 2010002.15254020 2010002.15281490 154.775 0
RETR HETG 2010002.23084790 2010002.23112270 154.775 0
INSR HETG 2010004.09413020 2010004.09440500 154.775 0
RETR HETG 2010004.13510650 2010004.13534130 154.775 0
INSR HETG 2010005.06033670 2010005.06061150 155.031 0
RETR HETG 2010005.15072550 2010005.15100030 154.775 0
INSR HETG 2010007.00480150 2010007.00503630 154.775 0
RETR HETG 2010007.03342090 2010007.03365570 154.775 0
INSR HETG 2010007.21492030 2010007.21515610 155.031 0
RETR HETG 2010008.06235950 2010008.06263420 154.775 0
INSR HETG 2010009.16441650 2010009.16465130 154.775 0
RETR HETG 2010009.18240350 2010009.18263830 154.775 0
INSR HETG 2010010.13202650 2010010.13230130 155.031 0
RETR HETG 2010010.21001540 2010010.21025020 154.775 0
INSR HETG 2010014.02362430 2010014.02385910 155.031 0
RETR HETG 2010015.22194740 2010015.22222220 154.775 0
INSR HETG 2010018.13361510 2010018.13384990 155.031 0
RETR HETG 2010018.19413990 2010018.19441470 154.775 0
INSR HETG 2010021.04470060 2010021.04493540 155.031 0
RETR HETG 2010021.09433150 2010021.09460630 154.775 0
INSR LETG 2010023.16473270 2010023.16502490 152.212 10
RETR LETG 2010024.02420570 2010024.02444150 153.237 2
INSR LETG 2010031.22163290 2010031.22192710 152.212 11
RETR LETG 2010032.00073950 2010032.00101830 153.237 3
INSR LETG 2010033.03183620 2010033.03212640 152.212 9
RETR LETG 2010033.09282030 2010033.09305510 153.237 1
INSR LETG 2010035.08352960 2010035.08382790 152.212 13
RETR LETG 2010035.20275620 2010035.20303100 153.237 1
INSR LETG 2010037.06210040 2010037.06235050 152.212 9
RETR LETG 2010038.02210560 2010038.02233930 153.237 1
INSR HETG 2010039.19335530 2010039.19363010 154.775 0
RETR HETG 2010040.04232320 2010040.04255790 154.775 0
INSR HETG 2010040.16263550 2010040.16291030 154.775 0
RETR HETG 2010041.20594660 2010041.21022140 154.775 0
INSR HETG 2010044.05103240 2010044.05130710 154.775 0
RETR HETG 2010044.17360850 2010044.17384330 154.775 0
INSR HETG 2010044.23313460 2010044.23340940 154.775 0
RETR HETG 2010045.06164970 2010045.06192450 154.775 0
